state,ags,place,population
BB,120735305569,Temmen-Ringenwalde,504
HE,065310011011,"Lich, Stadt",13982
SH,010620076076,Tangstedt (Kreis Stormarn),6456
RP,073395006017,Essenheim,3463
BY,096770131131,"Gemünden a.Main, St",10137
BY,097795724126,Buchdorf,1945
SH,010585893032,Brodersby (Kreis Rendsburg-Eckernförde),709
BY,091905180154,Steingaden,2957
RP,071435001255,Lautzenbrücken,461
SH,010565660011,Bullenkuhlen,385
SH,010605024080,Stocksee,407
NW,055540004004,"Ahaus, Stadt",39443
BW,083275002019,Gosheim,3786
BY,091760118118,Buxheim (Landkreis Eichstätt),3652
RP,072355007501,Welschbillig,2489
TH,160660069069,"Steinbach-Hallenberg, Stadt",9394
RP,072355004050,Holzerath,435
NI,032515403033,Schwarme,2619
BW,082165006028,"Lichtenau, Stadt (Landkreis Rastatt)",4940
MV,130725260012,Bentwisch,3477
NI,033585403010,Gilten,1259
RP,073365010021,Elzweiler,131
BW,082265002020,Eschelbronn,2694
RP,071345005088,Sulzbach,290
BE,110000000000,"Berlin, Stadt",3596999
ST,150875052010,Ahlsdorf,1548
BW,083375006045,Häusern,1327
ST,150820301301,"Raguhn-Jeßnitz, Stadt",8818
RP,071405009093,Mermuth,233
BY,097715704129,Eurasburg (Landkreis Aichach-Friedberg),1813
BY,096755618156,"Obernbreit, M",1723
RP,073325005048,Weidenthal,1661
SH,010515163110,Süderhastedt,771
BY,092770111111,"Arnstorf, M",6261
SH,010585889108,Mühbrook,536
NW,051580016016,"Hilden, Stadt",55085
SH,010615168013,Bokelrehm,137
RP,073335007067,Schiersfeld,222
SH,010555591002,Altenkrempe,1082
RP,071415011093,Netzbach,357
BY,097785764203,"Türkheim, M",6942
BW,084255010073,Lauterach,567
BW,084365001093,Ebersbach-Musbach,1692
NI,032560025025,"Rehburg-Loccum, Stadt",9848
RP,073315006073,"Wörrstadt, Stadt",8191
TH,160635056011,Buttlar,1155
RP,073395008056,Sprendlingen,3944
MV,130755560149,Zerrenthin,464
NI,032555408017,Hehlen,1660
NW,057540012012,"Halle (Westf.), Stadt",21189
SN,145230245245,Muldenhammer,2903
BY,097800114114,Betzigau,2838
BW,083275003025,Immendingen,6364
BY,091805135115,Ettal,662
NW,059580008008,Bestwig,10238
BY,094785441155,Redwitz a.d.Rodach,3396
ST,150845053135,"Freyburg (Unstrut), Stadt",4438
BW,083175014011,Biberach,3716
HE,065330015015,"Villmar, Marktflecken",6744
SH,010600039039,Henstedt-Ulzburg,27966
ST,150890235235,"Nienburg (Saale), Stadt",5842
NI,032555401015,Golmbach,874
BY,093770118118,Friedenfels,1220
SN,145240060060,Fraureuth,4939
NI,034600001001,Bakum,6686
RP,073405008223,Rosenkopf,366
BB,120655502276,Schönermark,414
RP,073395007010,Dalheim,999
MV,130725258113,Warnkenhagen,318
ST,150850330330,"Thale, Stadt",17165
RP,073405002014,Hauenstein,3489
SN,145210600600,Stützengrün,3123
SH,010595920002,"Arnis, Stadt",275
BY,095750135135,"Ipsheim, M",2167
BW,084365008095,Horgenzell,5652
BW,084175006015,Dormettingen,1086
BY,093715302128,Hirschbach,1194
BY,094780111111,Altenkunstadt,5506
TH,160765006049,"Münchenbernsdorf, Stadt",2930
BY,093765344167,Stadlern,526
NI,032565411036,Wietzen,1963
SH,010535391038,Grinau,288
BY,096760119119,Eichenbühl,2461
NI,033545406012,Karwitz,738
NW,057620036036,"Warburg, Hansestadt",23211
MV,130715151064,Hohenbollentin,102
BY,097785764216,Wiedergeltingen,1390
NI,033565401010,Vollersode,2887
SH,010535358001,Albsfelde,74
SH,010565616029,Klein Nordende,3361
SN,145220080080,"Döbeln, Stadt",23488
SL,100440118118,Schwalbach,18070
SN,147300250250,Rackwitz,5427
SN,146285240400,"Tharandt, Stadt",5160
TH,160645001064,Urleben,380
NI,034520014014,Krummhörn,11480
RP,071315004016,Dedenbach,495
RP,071335009203,Königsau,69
BY,093740122122,Flossenbürg,1521
ST,150850227227,Nordharz,7743
BY,093755332131,Duggendorf,1519
RP,071375002102,Trimbs,597
RP,073365008029,Ginsweiler,270
RP,073375003020,"Edenkoben, Stadt",6835
MV,130735355096,Velgast,1497
RP,071325010115,Weyerbusch,1411
RP,071405003503,Mörsdorf,612
RP,073315007009,Bermersheim,337
RP,071435002261,Marzhausen,277
BB,120660304304,"Senftenberg, Stadt",23777
TH,160655002051,Oberbösa,312
MV,130755563061,Klein Bünzow,652
BW,084155001090,Hohenstein (Landkreis Reutlingen),3784
BY,096710143143,"Mömbris, M",11269
BY,097760122122,Opfenbach,2312
NI,033535405012,Garstedt,1407
BY,094740129129,"Gößweinstein, M",4072
SH,010515169047,Hemme,499
BB,120625207177,Gorden-Staupitz,952
SH,010585888124,Osterrönfeld,4977
RP,073345004013,"Kandel, Stadt",8979
SN,146265232570,Vierkirchen (Landkreis Görlitz),1664
SH,010515163003,Averlak,568
RP,071355002046,Kalenborn (Landkreis Cochem-Zell),244
RP,071375003014,Boos (Landkreis Mayen-Koblenz),604
MV,130735354002,"Ahrenshoop, Ostseebad",611
TH,160615014086,Sickerode,145
RP,072325005008,Bauler (Landkreis Eifelkreis Bitburg-Prüm),81
SN,146255231450,"Pulsnitz, Stadt",7328
RP,072335001031,Hörscheid,116
BW,081165007007,Baltmannsweiler,5516
TH,160745007103,Tröbnitz,460
SH,010555546023,Kabelhorst,417
SN,146270210210,"Radebeul, Stadt",33497
BB,120645408484,Waldsieversdorf,871
RP,073355009019,Kollweiler,531
BW,081190089089,Berglen,6708
BY,094735418134,Grub a.Forst,2669
BW,083265001006,"Bräunlingen, Stadt",5698
BB,120645408303,Märkische Höhe,608
TH,160685005064,Kindelbrück,3673
MV,130735352025,Fuhlendorf,822
RP,072315008010,Binsfeld,1264
RP,071335009038,Hahnenbach,576
RP,071355001027,Ernst,549
RP,073325002026,Herxheim am Berg,730
NI,034625402012,Ochtersum,936
BW,084375007102,Schwenningen (Landkreis Sigmaringen),1655
BW,083155008016,Breitnau,1858
BW,083365008019,Eimeldingen,2459
BY,092770124124,Hebertsfelden,3613
SH,010585889143,Schmalstede,296
RP,073405008210,Großsteinhausen,592
SH,010575755020,Fiefbergen,530
MV,130765658070,Kirch Jesar,641
RP,072325005056,Hütten (Landkreis Eifelkreis Bitburg-Prüm),50
BW,081365001033,Hüttlingen,5983
BY,095715501169,Insingen,1213
RP,071435004024,Großholbach,984
RP,073335004045,Marnheim,1712
MV,130715158173,Kuckssee,558
RP,073365009107,Matzenbach,614
BB,120685804280,"Lindow (Mark), Stadt",3001
RP,072315008023,Dodenburg,97
BY,097715701155,Petersdorf (Landkreis Aichach-Friedberg),1688
MV,130725262076,Nustrow,173
BY,096795655141,Greußenheim,1623
BW,084265001020,Betzenweiler,755
BY,092780197197,Wiesenfelden,3869
BY,095740132132,"Hersbruck, St",12357
MV,130715157141,Staven,366
BY,096790205205,Waldbüttelbrunn,4972
BY,092760134134,Patersdorf,1746
RP,073345005032,Weingarten (Pfalz),1890
BY,091770130130,Moosinning,5917
MV,130765656032,Dobbertin,1110
MV,130735362003,Altefähr,1262
SN,146265232450,"Reichenbach/O.L., Stadt",4704
BB,120650036036,Birkenwerder,7946
SH,010605048042,Hüttblek,363
TH,160645052074,Südeichsfeld,6423
SH,010535313002,Alt-Mölln,851
RP,071325003026,Emmerzhausen,648
BY,091820136136,Warngau,3811
BY,091890160160,Unterwössen,3386
SH,010550044044,Scharbeutz,11634
SN,145210530530,"Schneeberg, Stadt",13420
SN,147290370370,"Rötha, Stadt",6551
SH,010515163016,Burg (Dithmarschen),4150
RP,071355002033,Gamlen,508
NI,032555401002,"Bevern, Flecken",3738
ST,150855051090,Ditfurt,1457
SH,010555546036,Riepsdorf,969
SH,010585895119,Oldenbüttel,269
RP,071405008039,Fronhofen,234
TH,160665014039,Leutersdorf (Landkreis Schmalkalden-Meiningen),214
BY,093775351117,"Falkenberg, M",938
RP,073315001026,Framersheim,1547
NI,033535402016,Hanstedt (Landkreis Harburg),6218
NI,034590005005,Bad Laer,8945
RP,072355006125,"Schweich, Stadt",7607
RP,071345005013,Breitenthal,341
SH,010575785068,Rendswühren,743
SN,146285202020,"Bad Gottleuba-Berggießhübel, Stadt",5427
TH,160615012096,Thalwenden,348
BW,083155014089,Pfaffenweiler,2631
BB,120625211208,Großthiemig,1003
TH,160655002077,Wasserthaleben,378
BY,093775348128,Kastl (Landkreis Tirschenreuth),1423
TH,160705009001,Alkersleben,307
RP,071415010025,Dausenau,1293
BY,097795722136,Ederheim,1091
RP,071435003040,Kammerforst (Landkreis Westerwaldkreis),249
RP,071315002039,Kesseling,590
BY,091835150125,Lohkirchen,822
ST,150835054245,"Gröningen, Stadt",3386
SN,146255501500,Ralbitz-Rosenthal,1727
RP,072315008036,Gipperath,225
TH,160745053091,Serba,696
BB,120715102294,Neiße-Malxetal,1566
NI,032515402014,Drentwede,1010
BW,082150097097,"Kraichtal, Stadt",14731
NI,031515403019,Obernholz,830
SH,010585895106,Mörel,257
TH,160745011079,Rothenstein,1166
SN,146250160160,Großdubrau,4098
TH,160610117117,Sonnenstein,4343
SN,146120000000,"Dresden, Stadt",557782
HE,064350027027,Sinntal,8646
RP,073365010106,Bedesbach,755
MV,130755559004,Altwigshagen,382
NW,059620020020,Herscheid,6881
BB,120615113005,Alt Zauche-Wußwerk,467
RP,071345001033,Hahnweiler,179
RP,073355002004,Enkenbach-Alsenborn,7154
BW,084365005011,Baienfurt,7137
RP,071405009045,Halsenbach,1298
BW,082375001019,"Dornstetten, Stadt",8119
RP,071435002287,Roßbach (Landkreis Westerwaldkreis),856
RP,073325007038,Neuleiningen,826
RP,071435001300,Unnau,1995
BY,096710130130,"Hösbach, M",12927
SH,010615189089,Rade,100
BY,091780120120,Eching (Landkreis Freising),14203
BY,093760161161,"Schwandorf, GKSt",29096
SH,010575775077,Selent,1708
SH,010515172130,Wesseln,1368
BY,095775536133,"Gnotzheim, M",833
BB,120665601041,Bronkow,554
RP,071375003001,Acht,84
RP,071435009289,Rothenbach,918
RP,073315002045,Mettenheim (Landkreis Alzey-Worms),1569
TH,160745014075,Reichenbach (Landkreis Saale-Holzland-Kreis),879
BY,096770155155,"Lohr a.Main, St",14818
SH,010595974070,Rügge,240
NI,034625401006,Holtgast,1791
RP,071315001042,Kottenborn,177
BB,120665606316,Tettau,763
BY,091730135135,Lenggries,10002
BY,091760164164,"Titting, M",2729
NI,034520027027,Dornum,4349
NW,053660024024,Kall,11119
BY,091890127127,Kirchanschöring,3342
HE,066340021021,Schrecksbach,2939
BY,096735633116,Bastheim,2044
BW,084165002006,Bodelshausen,5698
BY,094770121121,Himmelkron,3315
NW,059780012012,"Fröndenberg/Ruhr, Stadt",20668
BY,091790123123,"Germering, GKSt",39897
MV,130040000000,"Schwerin, Landeshauptstadt",96447
BW,084365007001,Achberg,1730
TH,160765053079,"Weida, Stadt",8084
MV,130755562090,Mellenthin,428
RP,073335003026,Göllheim,3768
NI,034570012012,Jemgum,3539
SH,010610029029,"Glückstadt, Stadt",11187
RP,073345006016,Leimersheim,2615
RP,073355009006,Eulenbis,486
BW,084155005088,Römerstein,4037
BY,092735217141,"Langquaid, M",5871
MV,130715157108,Neuenkirchen (LK Mecklenburgische Seenplatte),1118
HE,066360002002,Berkatal,1505
RP,071435007045,Maroth,242
RP,073335007028,Gundersweiler,504
NI,034625402016,Utarp,670
NI,031545404007,Grafhorst,1144
MV,130715158115,"Penzlin, Stadt",4090
BY,097800146146,"Wiggensbach, M",4886
RP,072325001212,Dahnen,347
BW,081365006029,Heuchlingen,1853
RP,073375004068,Rohrbach (Landkreis Südliche Weinstraße),1778
BY,097740135135,"Günzburg, GKSt",21172
RP,072110000000,"Trier, Stadt",102727
BY,092710151151,Stephansposching,3128
BY,092760121121,Frauenau,2671
SH,010565690028,Holm,3304
BY,092760118118,Böbrach,1555
MV,130755557083,"Lubmin, Seebad",2122
RP,072325005004,Ammeldingen an der Our,18
NW,059660016016,Kirchhundem,11454
RP,071405003202,Dommershausen,1116
MV,130755552031,"Eggesin, Stadt",4769
SH,010535391108,Sandesneben,1886
BY,097800128128,Oy-Mittelberg,4624
BW,084155002050,"Metzingen, Stadt",22937
RP,073325007001,Altleiningen,1716
MV,130735357084,"Sellin, Ostseebad",2501
MV,130710033033,Feldberger Seenlandschaft,4370
NW,055580020020,Havixbeck,12033
RP,071355002038,Hambuch,721
BY,096745611190,"Rentweinsdorf, M",1570
MV,130735357107,"Mönchgut, Ostseebad",1302
MV,130745458042,Königsfeld,949
RP,071405008121,Rayerschied,105
SL,100460111111,Freisen,7962
BY,091750122122,"Grafing b.München, St",13758
TH,160645001027,Hornsömmern,158
BW,081185003040,Kirchheim am Neckar,5828
MV,130765657021,Brunow,297
BY,096725609157,Thundorf i.UFr.,1009
RP,071315001076,Sierscheid,88
BW,083175014085,Nordrach,1823
MV,130765652102,Neu Gülze,739
SN,147290140140,"Frohburg, Stadt",12371
SH,010535323023,Dassendorf,3465
RP,072335006038,Kerpen (Eifel),465
MV,130715163016,Breesen,495
BW,081195003067,"Schorndorf, Stadt",40548
TH,160615013063,Küllstedt,1284
RP,071375003105,Virneburg,359
HE,065350018018,"Ulrichstein, Stadt",2748
RP,071435004020,Gackenbach,555
TH,160755013023,Eßbach,238
BW,084255003066,Illerrieden,3354
BB,120685805417,Stüdenitz-Schönermark,575
TH,160755011116,"Triptis, Stadt",3688
SN,146255501080,Crostwitz,1035
SH,010550042042,Timmendorfer Strand,8390
RP,071405008134,Sargenroth,473
NW,057700032032,"Porta Westfalica, Stadt",36557
RP,071435002259,Lochum,331
BW,081160077077,"Filderstadt, Stadt",45821
BY,091835148122,Jettenbach (Landkreis Mühldorf a.Inn),751
ST,150845051133,Finneland,1013
RP,072325008029,Echtershausen,90
MV,130725252104,Tarnow,1097
BW,081160080080,"Ostfildern, Stadt",39555
MV,130745454010,"Boltenhagen, Ostseebad",2456
BW,082355008025,Enzklösterle,1304
RP,071345002024,Ellweiler,337
MV,130725263077,Papendorf (Landkreis Rostock),2551
HE,066310014014,Hosenfeld,4477
SH,010535391085,Linau,1222
RP,073345004004,Erlenbach bei Kandel,735
RP,073355002026,Mehlingen,3841
BY,097735716139,"Höchstädt a.d.Donau, St",6829
BW,084255010124,Unterstadion,794
BB,120730572572,"Templin, Stadt",15593
HE,065350003003,Feldatal,2228
BY,094745425160,Poxdorf (Landkreis Forchheim),1568
BW,082265002104,Lobbach,2394
TH,160665013041,Mehmels,344
TH,160715008038,Kiliansroda,185
BW,081165004036,Kohlberg,2344
SH,010605024089,Trappenkamp,5023
BY,093725318142,Michelsneukirchen,1707
BY,094725414140,Gesees,1250
NI,034575402011,Holtland,2208
TH,160690012012,"Eisfeld, Stadt",7350
BW,084365001032,Fleischwangen,684
TH,160715053017,Ettersburg,740
MV,130735355057,Millienhagen-Oebelitz,309
TH,160695002025,Kloster Veßra,274
NW,057660044044,"Lemgo, Stadt",39973
RP,073405004032,Münchweiler an der Rodalb,2769
MV,130755563121,Rubkow,600
NI,032555408032,Pegestorf,389
BW,082155001100,Bad Schönborn,13129
SH,010545489027,Ellhöft,105
TH,160745007101,Tissa,121
RP,073385008026,Waldsee,6078
BY,091775125121,Hohenpolding,1593
BB,120675706473,Steinhöfel,4459
SH,010595987081,Stolk,851
BB,120680181181,Heiligengrabe,4343
BY,094780116116,"Burgkunstadt, St",6471
BW,084255006110,Schnürpflingen,1398
TH,160725051013,"Neuhaus am Rennweg, Stadt",8724
BW,082165005039,Ötigheim,4905
BB,120665606188,Lindenau,756
MV,130750130130,"Strasburg (Uckermark), Stadt",4359
BY,095720137137,Kalchreuth,2993
RP,071335001003,Altenbamberg,812
BY,096765630133,"Kleinwallstadt, M",5541
RP,073335006030,Höringen,609
BY,095770158158,"Pappenheim, St",3893
RP,072310502502,Morbach,10582
NI,034525401026,Wirdum,941
NW,055700024024,Everswinkel,9704
SH,010585853068,Haale,501
NI,033555405016,Embsen,2798
BW,084255005093,Öpfingen,2298
BY,095770161161,"Pleinfeld, M",7457
NW,051540024024,"Kalkar, Stadt",14160
TH,160765006086,Zedlitz,720
SH,010545453092,Norstedt,391
BY,091875162173,Schonstett,1423
BY,094715408186,Schönbrunn i.Steigerwald,1848
BY,094725414166,Mistelbach,1494
SN,145215133420,Niederdorf,1281
BW,084375002053,Hohentengen,4215
BY,097785758115,"Babenhausen, M",5412
MV,130735362092,Trent,657
MV,130765658019,Bresegard bei Picher,287
BW,081275009059,Michelfeld,3750
NI,034520012012,Ihlow (Landkreis Aurich),12337
BY,095755519163,Simmershofen,953
RP,073315005070,Wendelsheim,1438
BW,084365005064,"Ravensburg, Stadt",49896
MV,130765662068,Karrenzin,532
SH,010515172048,Hemmingstedt,2860
RP,073315001051,Nieder-Wiesen,588
RP,073405008207,Dellfeld,1363
NI,033595409025,Himmelpforten,5317
TH,160715008025,Großschwabhausen,1047
MV,130730089089,Süderholz,3920
HE,064340004004,Grävenwiesbach,5321
BY,091750137137,Steinhöring,3813
BY,097715771176,Baar (Schwaben),1249
MV,130760090090,"Ludwigslust, Stadt",11845
TH,160655002048,Niederbösa,124
RP,071435004033,Holler,1029
SH,010545492043,Hattstedtermarsch,297
SH,010615134012,Blomesche Wildnis,598
TH,160695004052,"Ummerstadt, Stadt",455
HE,064310006006,Einhausen (Landkreis Bergstraße),6385
RP,071325010055,Horhausen (Westerwald),2094
RP,071435006278,Nister-Möhrendorf,287
BY,094760159159,"Nordhalben, M",1570
BY,097805742131,Obermaiselstein,950
NW,051540060060,Wachtendonk,8161
RP,071315001050,Meuspath,164
NI,034550007007,"Jever, Stadt",14580
BY,097795724186,"Monheim, St",5317
RP,071435008208,Berod bei Wallmerod,543
SH,010615104079,Oelixdorf,1531
NI,033580024024,"Walsrode, Stadt",31007
SH,010565687047,Tangstedt (Kreis Pinneberg),2231
BY,097760125125,"Scheidegg, M",4339
NI,031545403022,Süpplingenburg,643
RP,071335001078,Pfaffen-Schwabenheim,1581
SN,145245111110,Hirschfeld (Landkreis Zwickau),1082
MV,130725255044,Gutow,977
MV,130735360016,Deyelsdorf,460
NI,032565407026,Rodewald,2600
NI,033555402004,"Bardowick, Flecken",6606
NW,059700040040,"Siegen, Universitätsstadt",102275
BY,091735109140,Reichersbeuern,2409
BY,091895170133,Obing,4243
NI,032520004004,"Coppenbrügge, Flecken",6964
BY,097710140140,Hollenbach,2442
BY,094760177177,"Steinwiesen, M",3343
MV,130755555091,Mesekenhagen,1060
SH,010515178045,Hellschen-Heringsand-Unterschaar,164
NI,032565408033,"Uchte, Flecken",4780
BW,084365009096,Fronreute,4872
RP,073375002076,Steinfeld (Landkreis Südliche Weinstraße),1811
BB,120675709173,Gosen-Neu Zittau,3200
RP,072315001081,Maring-Noviand,1421
HE,066340012012,Körle,3032
RP,073315006068,Wallertheim,1762
BY,097720145145,Gablingen,4815
RP,073365008060,Lohnweiler,372
NW,053580012012,"Heimbach, Stadt",4482
BW,084355002016,"Friedrichshafen, Stadt",61780
MV,130745459027,Grieben,155
SN,145240210210,Neukirchen/Pleiße,3798
NW,053700016016,"Heinsberg, Stadt",42593
BW,083365006079,"Schönau im Schwarzwald, Stadt",2409
MV,130755554023,Daberkow,335
BY,093745326163,Vorbach,1047
BY,092780144144,Laberweinting,3546
RP,071315003006,"Bad Breisig, Stadt",9617
NW,059740020020,"Geseke, Stadt",20835
RP,071335009041,Heimweiler,403
SL,100430113113,Merchweiler,10052
HE,066330019019,Nieste,1948
BY,097720130130,"Diedorf, M",10716
BY,092740146146,Kumhausen,5312
BY,093755334184,Pielenhofen,1605
BY,092630000000,Straubing,46167
SN,146265227400,Olbersdorf,4503
HE,065330013013,"Runkel, Stadt",9535
SH,010615104017,Breitenburg,1240
MV,130725262102,Stubbendorf,166
BY,091880144144,Weßling,5474
BY,095740112112,"Altdorf b.Nürnberg, St",15335
TH,160550000000,"Weimar, Stadt",65494
BB,120625202492,Tröbitz,674
BY,096750144144,"Mainbernheim, St",2214
BY,097720163163,"Königsbrunn, St",27726
BY,093750196196,"Schierling, M",7832
NW,055660036036,Laer,6721
BW,081175010003,Albershausen,4397
BW,081155004022,Hildrizhausen,3493
BY,094775438124,"Kasendorf, M",2393
MV,130715164130,Schönbeck,463
RP,071405004128,Rödelhausen,130
BY,094725416180,Prebitz,975
SH,010535391130,Wentorf (Amt Sandesneben),717
BB,120715102044,"Döbern, Stadt",3111
SH,010585893087,Karby,558
MV,130755553029,Ducherow,2268
TH,160645055077,"Nottertal-Heilinger Höhen, Stadt",5604
TH,160745011008,Bucha (Landkreis Saale-Holzland-Kreis),1201
RP,072315006202,Breit,314
RP,072335001070,Strohn,483
BY,092740113113,"Altdorf, M",11082
TH,160615014035,Geismar,1053
BY,091770127127,Lengdorf,2698
TH,160645001062,Tottleben,137
RP,071355005037,Grenderich,368
BB,120705009325,"Putlitz, Stadt",2620
RP,072355001036,Gusenburg,1132
BY,097735718179,Villenbach,1282
BY,093745324149,"Pressath, St",4200
BB,120640274274,Letschin,3887
TH,160770028028,"Lucka, Stadt",3555
BY,096795646131,"Frickenhausen a.Main, M",1149
MV,130765659146,Warlow,494
SH,010615168078,Nutteln,259
BW,082255009001,"Adelsheim, Stadt",5058
RP,071355001066,Müden (Mosel),643
RP,073200000000,"Zweibrücken, Stadt",33141
BY,091795131128,Hattenhofen (Landkreis Fürstenfeldbruck),1512
BY,091900142142,Polling (Landkreis Weilheim-Schongau),3563
BY,094725415199,"Weidenberg, M",5782
RP,071385003034,Kleinmaischeid,1346
RP,073365008073,Oberweiler-Tiefenbach,275
RP,072355003148,Wiltingen,1355
RP,072355006120,Schleich,246
NI,033535406021,Kakenstorf,1490
NI,031570001001,Edemissen,12464
RP,071375008202,Bassenheim,2896
BY,093745329127,Irchenrieth,1608
RP,071415010086,Miellen,341
SN,145215405270,Grünhainichen,3178
RP,071325010100,Schürdt,284
BY,093765342169,Stulln,1650
SN,145230030030,Bad Brambach,1646
RP,073315007039,Hangen-Weisheim,436
TH,160765051003,"Bad Köstritz, Stadt",3378
RP,073375003048,Kleinfischlingen,317
BY,096725606145,Riedenberg,948
NI,033525411055,Wanna,2218
SH,010585864038,Dätgen,596
RP,071315001028,Herschbroich,278
HE,064390010010,"Lorch, Stadt (Landkreis Rheingau-Taunus-Kreis)",3857
BY,091890134134,Palling,3406
TH,160745007056,Meusebach,89
BB,120735306578,Uckerfelde,1000
SH,010515169019,Dellstedt,718
BW,083255002015,Epfendorf,3172
SH,010585824112,Neuwittenbek,1164
HE,064360012012,Sulzbach (Taunus),8847
RP,072315008050,Heckenmünster,139
NI,032515406001,Affinghausen,853
BW,083170151151,Neuried (Landkreis Ortenaukreis),9826
BY,095720119119,Bubenreuth,4532
BB,120610020020,Bestensee,8590
MV,130755551144,"Wolgast, Stadt",10838
